CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT
-0.33907239852030946,-0.49461803007855587,-0.4372580131280699,-0.2725985670699271,-0.14421743255530314,-0.8476262735835993,0.9396916257690129,0.0001801185476448629,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.8066618168897568
-0.2627221546474468,-0.49461803007855587,-0.4372580131280699,-0.2725985670699271,-0.14421743255530314,-0.27390012660555163,1.0072567123373828,-0.01301638344382034,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,1.087645913861622
-0.5191520075507406,-0.49461803007855587,-0.7553403869031458,-0.2725985670699271,-0.4811123050112801,-0.5106529416876322,-0.01333170056378179,-0.2054252354726644,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,-0.4175251784600281
-0.5136430667273831,-0.49461803007855587,-0.7553403869031458,-0.2725985670699271,-0.4811123050112801,-0.6442802974394806,-0.2551435893347896,-0.19694865025186933,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,-0.17325257154478843
-0.5165076497223962,-0.49461803007855587,-0.7553403869031458,-0.2725985670699271,-0.4811123050112801,-0.6312080561159309,-0.9627989697087678,0.07097887010769528,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,-0.5460153936582177
-0.5007921831295239,-0.49461803007855587,-0.7553403869031458,-0.2725985670699271,-0.4811123050112801,-0.4627213901679467,-1.3646334319311773,0.029125730580019295,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,-0.3539860610543298
-0.5252024042350052,2.843215559181675,-1.1945275176659798,-0.2725985670699271,-1.0944337394824173,0.45088303122241113,-1.6633422357071281,0.7774733508113534,-0.7529221514850207,-0.9279366560848703,-0.07191290156436134,-1.174346665781233
-0.5242155305557984,2.843215559181675,-1.1945275176659798,-0.2725985670699271,-1.0944337394824173,1.0739932009783157,-1.8767056669756643,0.7774733508113534,-0.7529221514850207,-0.9279366560848703,-0.07191290156436134,-1.5047500762908632
-0.5086755817649328,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,0.7050655014025583,-2.3354370442030166,0.9314967572664836,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,-1.1009236856679818
-0.5063474871458643,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.16786972475897655,-2.203862928254086,0.9314967572664836,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,-0.9639615881490323
-0.5033901777648855,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.10686593191574015,-2.2074189854418953,0.9314967572664836,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,-0.7338087851017255
-0.5094621002173207,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.31311685057620314,-1.0161398275259017,0.9314967572664836,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,-0.4358809234883408
-0.5013932488099805,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.8752232274888714,-1.2366153731700558,0.6326489658174274,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,-0.34269021795998345
-0.4985882756345168,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.7241662166389564,-1.2543956591091006,0.6326489658174274,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.21363005443657376
-0.49181428197405525,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.3697632296449213,0.601866192927164,0.9163255962179012,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.8702009342954549
-0.4877409443048459,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-1.2862725935516246,0.9503597973324396,1.003306919563106,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,2.5659893788341988
-0.4933873188788312,-0.49461803007855587,-0.6167265084231814,-0.2725985670699271,-0.9216671382229419,-0.9914209281426531,-0.23380724620793591,1.1081564992544184,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.5030860337291986
-0.5150852931948146,0.43997537491430877,-0.8020313775490284,-0.2725985670699271,-0.9994121087897058,-0.4670788039424637,-0.8134445678207923,1.4582972637724905,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,0.11479142736104314
-0.5225961304580395,0.43997537491430877,-0.8020313775490284,-0.2725985670699271,-0.9994121087897058,-0.2463031727002783,-0.19824667432984655,1.4582972637724905,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,-0.45282468812986043
-0.520902218085844,0.43997537491430877,-0.8020313775490284,-0.2725985670699271,-0.9994121087897058,0.3288754455359409,-1.6882346360217906,1.4582972637724905,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,-1.038796548649077
-0.5215297770194336,0.43997537491430877,-0.8020313775490284,-0.2725985670699271,-0.9994121087897058,-0.416242309906434,-1.6775664644583639,1.4582972637724905,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,-0.5940227268091897
-0.5275255313691112,2.843215559181675,-1.041322704609177,-0.2725985670699271,-1.249923680615945,-0.5760141483053842,-0.7458794812524225,1.7015174647100781,-0.7529221514850207,0.3608877305705503,1.222702078567624,0.30540877957813783
-0.5276066669568311,3.1249730114919756,-1.4469506858452827,-0.2725985670699271,-1.310391991056761,1.4007992340670763,-1.659786178519319,2.3646657709892156,-0.5230014462035358,-1.0823580111680082,-0.25685789872607445,-1.1051596268283617
-0.5263747306861435,3.1249730114919756,-1.516987171814107,-0.2725985670699271,-1.249923680615945,0.14295912448989004,-1.1690502866016859,2.601143233682989,-0.8678825041257632,-0.5656403999282774,-0.5342753944686417,-0.9696095096962055
-0.5274063117300123,3.1249730114919756,-1.4323597512684445,-0.2725985670699271,-1.2412853505529713,0.7718791792784832,-0.998359541586857,2.1855979081999184,-0.5230014462035358,-0.9041795245336184,-1.551472878858059,-1.2265899400925846
-0.5042031894704065,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,-0.2027290349551111,-1.4001940038092666,1.9399695864609685,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,-0.8157036475357365
-0.5126760629880261,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,-0.5193677692366662,-0.7601037100036583,1.514791777772449,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,-0.48247627625251943
-0.5050526293989855,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,-0.7895274232567084,-0.0844528443199605,1.6561003063963857,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.0724320157572445
-0.5013452297886767,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,-0.4627213901679467,0.8827947107640701,1.460127435581526,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.2545774856535791
-0.5115186389917752,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,0.2489895263364664,-0.027555929315017734,1.6561484688124133,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,-0.8340593925640494
-0.5088312296270895,0.617993166341521,-0.876445143890904,-0.2725985670699271,-0.878475487908073,0.6934457313371801,-0.895233883140398,2.0199673594822225,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,-0.44294082542230734
-0.5265469368315084,0.284209807415498,-1.4236051905223417,-0.2725985670699271,-1.1972298672318047,1.1901909016320975,-0.32270867590315927,2.6181445665406065,-0.7529221514850207,-1.1417508400461382,0.0667958463069231,-0.6476779815073347
-0.5238429691836146,3.0657377984656904,-1.1332455924432587,-0.2725985670699271,-1.3535836413716298,0.007879297479868878,-1.8055845232194856,1.3604312344051286,-0.6379617988442783,-0.42309761062076545,-1.0891103859537778,-1.1249273522434677
-0.5225265856685652,3.0657377984656904,-1.1332455924432587,-0.2725985670699271,-1.3535836413716298,-0.7227137453807836,-1.332628917240897,1.3604312344051286,-0.6379617988442783,-0.42309761062076545,-1.0891103859537778,-0.33845427679960366
-0.5201918677362135,0.061687568131482615,-0.7392903588686235,-0.2725985670699271,-1.2585620106789188,-0.5905388608871067,-1.6775664644583639,1.3057668922142052,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,-0.6406180795733684
-0.5073343608250711,0.061687568131482615,-0.7392903588686235,-0.2725985670699271,-1.2585620106789188,-1.0030406982080313,-1.129933657535788,1.3057668922142052,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,0.06396013343648468
-0.5085563621258339,0.061687568131482615,-0.7392903588686235,-0.2725985670699271,-1.2585620106789188,-0.5803715620799013,-1.2650638306725273,1.3057668922142052,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,-0.5431914328846312
-0.5151631171258929,-0.49461803007855587,-0.04768005992648626,-0.2725985670699271,-1.2240086904270238,0.19234314726774698,-2.203862928254086,0.7226645213723487,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,-0.8354713729508427
-0.5034895274641344,-0.49461803007855587,-0.04768005992648626,-0.2725985670699271,-1.2240086904270238,-0.4699837464588079,-1.8162526947829123,0.7226645213723487,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,-0.3892855707241621
-0.5146034471534568,-0.49461803007855587,-0.04768005992648626,-0.2725985670699271,-1.2240086904270238,-0.31892673560889157,-2.1611902420003792,0.7226645213723487,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,-1.004909019366038
-0.4974242283249825,-0.49461803007855587,-0.04768005992648626,-0.2725985670699271,-1.2240086904270238,-0.057481909137883216,-2.2180871570053218,0.7226645213723487,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,-0.7196889812337927
-0.5167030374642526,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,-0.016812713909060237,-2.22519927138094,0.22379821616214396,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.8269994906300829
-0.5140272188978126,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,0.0020694124471791423,-0.838336968135455,0.34473404280655645,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.5220117270827318
-0.5129658329441691,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,-0.00809788636002628,0.21069990226818106,0.12781052101984444,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.09418166988436398
-0.5153601606960702,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,-0.2099913912459723,-0.8098885106329836,0.1462567263582791,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.3342183356392239
-0.5204286511860904,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,-0.0763640354941226,-0.5289599927960774,0.5910848007859151,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.04193839557301226
-0.5158900257587316,-0.49461803007855587,0.2470568185256481,-0.2725985670699271,-1.0166887689156532,-0.5963487459197964,-1.1370457719114055,0.34473404280655645,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,-0.4994200408940391
-0.5229670360019025,0.617993166341521,-0.9158406672483674,-0.2725985670699271,-1.1117103996083648,0.6426092373011517,-1.2472835447334825,0.7772807011472445,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,-1.0373845682622835
-0.5223891519179374,0.617993166341521,-0.9158406672483674,-0.2725985670699271,-1.1117103996083648,0.48574234141854566,0.0649015575680149,0.7772807011472445,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,-0.7648723536111781
-0.5237187820595534,0.617993166341521,-0.9158406672483674,-0.2725985670699271,-1.1117103996083648,0.0253089525779355,-1.2935122881749985,0.7772807011472445,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,-0.8354713729508427
-0.5238976115182016,0.617993166341521,-0.9158406672483674,-0.2725985670699271,-1.1117103996083648,-0.17077466727532079,-0.777883995942703,0.7772807011472445,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,-0.7239249223941726
-0.5214006224104099,-0.49461803007855587,-0.9698271251826692,-0.2725985670699271,-0.9130288081599681,0.151673952038924,-0.7316552525011869,0.47804761036997073,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,-0.4259970607807879
-0.5202812824655376,-0.49461803007855587,-0.9698271251826692,-0.2725985670699271,-0.9130288081599681,0.5017195252584408,-0.44361462028866305,0.31347663480487453,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,-0.8622990002999152
-0.5211870205570245,-0.49461803007855587,-0.9698271251826692,-0.2725985670699271,-0.9130288081599681,-0.39155029851750617,-0.834780910947646,0.30841958112201356,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,0.03148458454023889
-0.5179366295632611,-0.49461803007855587,-0.9698271251826692,-0.2725985670699271,-0.9130288081599681,-0.23758834515124433,-0.41872221997400066,-0.018892198199144235,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,-0.5926107464223964
-0.5204054695895989,-0.49461803007855587,-1.1274092186125233,-0.2725985670699271,-0.5674956056410178,1.0493011895893867,0.6303146504296354,-0.17585351203193594,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,-1.0077329801396244
-0.5209982561284513,-0.49461803007855587,-1.1274092186125233,-0.2725985670699271,-0.5674956056410178,1.1538791201777903,-0.19469061714203756,-0.17932120598589765,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,-0.9794933724037586
-0.5220215580307161,-0.49461803007855587,-1.1274092186125233,-0.2725985670699271,-0.5674956056410178,0.19234314726774698,-0.08800890150776974,-0.3345005104256814,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,-0.5403674721110444
-0.5232667409279703,-0.49461803007855587,-1.1274092186125233,-0.2725985670699271,-0.5674956056410178,0.17491349216968036,0.18936355914132763,-0.33459683525773587,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,-0.6264982757054355
-0.522818011453029,0.7515065099119304,0.5695164726737753,-0.2725985670699271,-0.7834538572153615,0.22865492872205426,-0.5325160499838865,-0.05824089209340332,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,-0.6321461972526086
-0.5250169514630737,0.7515065099119304,0.5695164726737753,-0.2725985670699271,-0.7834538572153615,-0.10686593191574015,-1.4108621753726938,-0.05824089209340332,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,-0.9074823726773006
-0.5226673310758346,0.7515065099119304,0.5695164726737753,-0.2725985670699271,-0.7834538572153615,-0.05167202410519477,0.31026950352683114,-0.08275556185127106,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,-0.2890349632618385
-0.5095697290581738,-0.49461803007855587,-1.2032820784120826,-0.2725985670699271,-0.9475821284118632,0.49445716896757963,-0.3831616480959113,-0.14045413625191075,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,-0.8453552356583957
-0.5107288088827455,-0.49461803007855587,-1.2032820784120826,-0.2725985670699271,-0.9475821284118632,-0.17658455230800923,0.036453100065543004,-0.14045413625191075,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,-0.18313643425234152
-0.5097700842849926,-0.49461803007855587,-1.2032820784120826,-0.2725985670699271,-0.9475821284118632,2.59182566576834,0.2640407600853151,-0.14045413625191075,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,-1.1898784500359592
-0.5162211914228949,-0.49461803007855587,-1.2032820784120826,-0.2725985670699271,-0.9475821284118632,2.230160322483444,-1.1263776003479788,-0.14045413625191075,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,-1.2802451947907298
-0.5184184756046187,-0.49461803007855587,-1.2032820784120826,-0.2725985670699271,-0.9475821284118632,1.6433619341818466,-0.21602696026889123,-0.14045413625191075,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,-0.9103063334508872
-0.5051619140681595,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,0.6426092373011517,0.40272699040986376,-0.48597130883136713,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-0.4542366685166537
-0.5108480285218443,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,0.7210426852424534,0.09690607225829502,-0.4482601370820342,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-0.7013332362054799
-0.49189872921841693,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,0.17491349216968036,0.5983101357393552,-0.5163617933445588,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-0.28338704171466517
-0.4947384747886177,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.21434880502048928,0.6694312794955339,-0.5163617933445588,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.11337944697424987
-0.5066620945268194,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.17077466727532079,0.7618887663785661,-0.6578148092165778,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-0.04335037595980552
-0.5078178626947496,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.6297555848577582,1.000144597961765,-0.8090929579581545,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.5412095041726175
-0.5014296770330384,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.6515426537303418,0.8294538529469361,-0.7589558828737925,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.8504332088803487
-0.5080579578012681,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.22887351760221167,0.5911980213637372,-0.8016277834739316,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.20515817211581394
-0.5085795437223254,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,0.275134008983567,1.0143688267130002,-0.6520834817093355,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-0.05182225828056535
-0.4861248558637287,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.08072144926863957,0.8045614526322734,-0.5980452509267664,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.41130730858763476
-0.5119061028188463,-0.49461803007855587,-0.37597608790534887,-0.2725985670699271,-0.299707373688831,-0.1301054720464965,-0.5040675924814151,-0.48597130883136713,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.05125230995534507
-0.5130800850983054,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,0.6251795822030838,0.4631799626026153,-0.5342782121066939,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,-0.34975011989395
-0.5093627505180717,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.539702366851077,0.8650144248250254,-0.6903726024509953,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.5044980141159922
-0.4929981992234393,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.2797100116382414,0.9539158545202489,-0.5966485408619764,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.6287522881538017
-0.5062133650518781,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.04440966781433357,0.555637449485648,-0.7370419835813959,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,-0.30880268867694466
-0.501406495436547,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.5179152979784933,0.6978797369980053,-0.6375384320691075,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.4409588967102938
-0.5079900688401146,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.15770242595176984,0.13957875851200235,-0.508944781276363,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,-0.08429780717681114
-0.5047777618977299,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.3828354709684722,0.49874053448070466,-0.5006126833036497,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,-0.3299823944788438
-0.5081556516721962,-0.49461803007855587,-0.16440753654119306,-0.2725985670699271,-0.06647246198853923,-0.5992536884361407,0.16091510163885575,-0.6306030441611842,-0.40804109356279333,0.14113426372146937,-0.30309414801650153,0.3858916616253553
